time="2026-07-21T18:04:49+02:00" level=warning msg="/home/ahzf/josev-interop/iso15118/docker-compose-host-mode.yml: the attribute `version` is obsolete, it will be ignored, please remove it to avoid potential confusion"
 Container iso15118-redis-1 Running 
Attaching to evcc-1
 Container iso15118-secc-1 Starting 
 Container iso15118-secc-1 Started 
 Container iso15118-evcc-1 Starting 
 Container iso15118-evcc-1 Started 
evcc-1  | DEBUG    2026-07-21 16:04:56,242 - asyncio (54): Using selector: EpollSelector
evcc-1  | DEBUG    2026-07-21 16:04:58,030 - iso15118.evcc.transport.udp_client (90): UDP client socket ready
evcc-1  | INFO    2026-07-21 16:04:58,131 - iso15118.evcc.comm_session_handler (335): Sending SDPRequest: [Security: NO_TLS, Protocol: TCP]
evcc-1  | DEBUG    2026-07-21 16:04:58,134 - iso15118.evcc.transport.udp_client (170): Message sent: [Header = [0x1, 0xfe, 0x9000, 2], Payload = 1000)]
evcc-1  | INFO    2026-07-21 16:04:58,135 - iso15118.evcc.transport.udp_client (105): Received datagram from UDP server at address ('fe80::215:5dff:fe46:863f', 15118, 0, 2)
evcc-1  | INFO    2026-07-21 16:04:58,135 - iso15118.evcc.comm_session_handler (485): SDPResponse received: [ IP address: fe80::215:5dff:fe46:863f, Port: 55000 , Security: NO_TLS , Transport: TCP ]
evcc-1  | INFO    2026-07-21 16:04:58,135 - iso15118.evcc.comm_session_handler (416): Starting TCP client, trying to connect to fe80::215:5dff:fe46:863f at port 55000 ...
evcc-1  | INFO    2026-07-21 16:04:58,138 - iso15118.evcc.comm_session_handler (423): TCP client connected
evcc-1  | INFO    2026-07-21 16:04:58,156 - iso15118.shared.comm_session (344): Starting a new communication session
evcc-1  | INFO    2026-07-21 16:04:58,156 - iso15118.shared.states (139): Entered state SupportedAppProtocol
evcc-1  | DEBUG    2026-07-21 16:04:58,156 - iso15118.shared.states (143): Waiting for up to 2.0 s
evcc-1  | INFO    2026-07-21 16:04:58,157 - iso15118.shared.exi_codec (248): Message to encode (ns=urn:iso:15118:2:2010:AppProtocol): {"supportedAppProtocolReq": {"AppProtocol": [{"ProtocolNamespace": "urn:iso:std:iso:15118:-20:DC", "VersionNumberMajor": 1, "VersionNumberMinor": 0, "SchemaID": 1, "Priority": 1}]}}
evcc-1  | DEBUG    2026-07-21 16:04:58,255 - iso15118.shared.exi_codec (261): EXI-encoded message: 8000f3ab9371d34b9b79d39ba321d34b9b79d189a98989c1d1699181d22218010000040040
evcc-1  | INFO    2026-07-21 16:04:58,255 - iso15118.shared.comm_session (431): Sent supportedAppProtocolReq
evcc-1  | DEBUG    2026-07-21 16:04:58,267 - iso15118.shared.exi_codec (285): EXI-encoded message (ns=urn:iso:15118:2:2010:AppProtocol): 80400040
evcc-1  | INFO    2026-07-21 16:04:58,446 - iso15118.shared.exi_codec (302): Decoded message (ns=urn:iso:15118:2:2010:AppProtocol): {"supportedAppProtocolRes":{"ResponseCode":"OK_SuccessfulNegotiation","SchemaID":1}}
evcc-1  | INFO    2026-07-21 16:04:58,446 - iso15118.shared.comm_session (235): supportedAppProtocolRes received
evcc-1  | INFO    2026-07-21 16:04:58,447 - iso15118.evcc.states.sap_states (159): Chosen protocol: ISO_15118_20_DC
evcc-1  | INFO    2026-07-21 16:04:58,448 - iso15118.shared.exi_codec (248): Message to encode (ns=urn:iso:std:iso:15118:-20:CommonMessages): {"SessionSetupReq": {"Header": {"SessionID": "0000000000000000", "TimeStamp": 1784649898}, "EVCCID": "WMIV1234567890ABCDEX"}}
evcc-1  | DEBUG    2026-07-21 16:04:58,717 - iso15118.shared.exi_codec (261): EXI-encoded message: 808c0400000000000000000aab1fed20620b2ba6a4ab1899199a1a9b1b9c1c9820a121a222ac00
evcc-1  | INFO    2026-07-21 16:04:58,718 - iso15118.shared.comm_session (431): Sent SessionSetupReq
evcc-1  | INFO    2026-07-21 16:04:58,718 - iso15118.shared.states (139): Entered state SessionSetup
evcc-1  | DEBUG    2026-07-21 16:04:58,718 - iso15118.shared.states (143): Waiting for up to 20.0 s
evcc-1  | DEBUG    2026-07-21 16:04:58,799 - iso15118.shared.exi_codec (285): EXI-encoded message (ns=urn:iso:std:iso:15118:-20:CommonMessages): 809004219e1066341018490aab1fed20620402d1114a905090ca914c40
evcc-1  | INFO    2026-07-21 16:04:58,927 - iso15118.shared.exi_codec (302): Decoded message (ns=urn:iso:std:iso:15118:-20:CommonMessages): {"SessionSetupRes":{"Header":{"SessionID":"433C20CC68203092","TimeStamp":1784649898},"ResponseCode":"OK_NewSessionEstablished","EVSEID":"DE*ABC*E1"}}
evcc-1  | INFO    2026-07-21 16:04:58,927 - iso15118.shared.comm_session (235): SessionSetupRes received
evcc-1  | INFO    2026-07-21 16:04:58,928 - iso15118.shared.exi_codec (248): Message to encode (ns=urn:iso:std:iso:15118:-20:CommonMessages): {"AuthorizationSetupReq": {"Header": {"SessionID": "433C20CC68203092", "TimeStamp": 1784649898}}}
evcc-1  | DEBUG    2026-07-21 16:04:59,036 - iso15118.shared.exi_codec (261): EXI-encoded message: 800804219e1066341018490aab1fed2062
evcc-1  | INFO    2026-07-21 16:04:59,037 - iso15118.shared.comm_session (431): Sent AuthorizationSetupReq
evcc-1  | INFO    2026-07-21 16:04:59,037 - iso15118.shared.states (139): Entered state AuthorizationSetup
evcc-1  | DEBUG    2026-07-21 16:04:59,037 - iso15118.shared.states (143): Waiting for up to 2.0 s
evcc-1  | DEBUG    2026-07-21 16:04:59,040 - iso15118.shared.exi_codec (285): EXI-encoded message (ns=urn:iso:std:iso:15118:-20:CommonMessages): 800c04219e1066341018490abb1fed2062000401
evcc-1  | INFO    2026-07-21 16:04:59,160 - iso15118.shared.exi_codec (302): Decoded message (ns=urn:iso:std:iso:15118:-20:CommonMessages): {"AuthorizationSetupRes":{"Header":{"SessionID":"433C20CC68203092","TimeStamp":1784649899},"ResponseCode":"OK","AuthorizationServices":["EIM"],"CertificateInstallationService":false,"EIM_ASResAuthorizationMode":{}}}
evcc-1  | INFO    2026-07-21 16:04:59,160 - iso15118.shared.comm_session (235): AuthorizationSetupRes received
evcc-1  | INFO    2026-07-21 16:04:59,161 - iso15118.shared.exi_codec (248): Message to encode (ns=urn:iso:std:iso:15118:-20:CommonMessages): {"AuthorizationReq": {"Header": {"SessionID": "433C20CC68203092", "TimeStamp": 1784649899}, "SelectedAuthorizationService": "EIM", "EIM_AReqAuthorizationMode": {}}}
evcc-1  | DEBUG    2026-07-21 16:04:59,311 - iso15118.shared.exi_codec (261): EXI-encoded message: 800004219e1066341018490abb1fed206200
evcc-1  | INFO    2026-07-21 16:04:59,312 - iso15118.shared.comm_session (431): Sent AuthorizationReq
evcc-1  | INFO    2026-07-21 16:04:59,312 - iso15118.shared.states (139): Entered state Authorization
evcc-1  | DEBUG    2026-07-21 16:04:59,313 - iso15118.shared.states (143): Waiting for up to 2.0 s
evcc-1  | DEBUG    2026-07-21 16:04:59,316 - iso15118.shared.exi_codec (285): EXI-encoded message (ns=urn:iso:std:iso:15118:-20:CommonMessages): 800404219e1066341018490abb1fed20620000
evcc-1  | INFO    2026-07-21 16:04:59,421 - iso15118.shared.exi_codec (302): Decoded message (ns=urn:iso:std:iso:15118:-20:CommonMessages): {"AuthorizationRes":{"Header":{"SessionID":"433C20CC68203092","TimeStamp":1784649899},"ResponseCode":"OK","EVSEProcessing":"Finished"}}
evcc-1  | INFO    2026-07-21 16:04:59,422 - iso15118.shared.comm_session (235): AuthorizationRes received
evcc-1  | INFO    2026-07-21 16:04:59,422 - iso15118.shared.exi_codec (248): Message to encode (ns=urn:iso:std:iso:15118:-20:CommonMessages): {"ServiceDiscoveryReq": {"Header": {"SessionID": "433C20CC68203092", "TimeStamp": 1784649899}}}
evcc-1  | DEBUG    2026-07-21 16:04:59,512 - iso15118.shared.exi_codec (261): EXI-encoded message: 807c04219e1066341018490abb1fed206280
evcc-1  | INFO    2026-07-21 16:04:59,512 - iso15118.shared.comm_session (431): Sent ServiceDiscoveryReq
evcc-1  | INFO    2026-07-21 16:04:59,513 - iso15118.shared.states (139): Entered state ServiceDiscovery
evcc-1  | DEBUG    2026-07-21 16:04:59,513 - iso15118.shared.states (143): Waiting for up to 2.0 s
evcc-1  | DEBUG    2026-07-21 16:04:59,517 - iso15118.shared.exi_codec (285): EXI-encoded message (ns=urn:iso:std:iso:15118:-20:CommonMessages): 808004219e1066341018490abb1fed2062000002114a
evcc-1  | INFO    2026-07-21 16:04:59,604 - iso15118.shared.exi_codec (302): Decoded message (ns=urn:iso:std:iso:15118:-20:CommonMessages): {"ServiceDiscoveryRes":{"Header":{"SessionID":"433C20CC68203092","TimeStamp":1784649899},"ResponseCode":"OK","ServiceRenegotiationSupported":false,"EnergyTransferServiceList":{"Service":[{"ServiceID":2,"FreeService":true}]}}}
evcc-1  | INFO    2026-07-21 16:04:59,604 - iso15118.shared.comm_session (235): ServiceDiscoveryRes received
evcc-1  | INFO    2026-07-21 16:04:59,605 - iso15118.shared.exi_codec (248): Message to encode (ns=urn:iso:std:iso:15118:-20:CommonMessages): {"ServiceDetailReq": {"Header": {"SessionID": "433C20CC68203092", "TimeStamp": 1784649899}, "ServiceID": 2}}
evcc-1  | DEBUG    2026-07-21 16:04:59,672 - iso15118.shared.exi_codec (261): EXI-encoded message: 807404219e1066341018490abb1fed20620100
evcc-1  | INFO    2026-07-21 16:04:59,673 - iso15118.shared.comm_session (431): Sent ServiceDetailReq
evcc-1  | INFO    2026-07-21 16:04:59,673 - iso15118.shared.states (139): Entered state ServiceDetail
evcc-1  | DEBUG    2026-07-21 16:04:59,673 - iso15118.shared.states (143): Waiting for up to 5.0 s
evcc-1  | DEBUG    2026-07-21 16:04:59,678 - iso15118.shared.exi_codec (285): EXI-encoded message (ns=urn:iso:std:iso:15118:-20:CommonMessages): 807804219e1066341018490abb1fed20620000800202d0dbdb9b9958dd1bdc980200d436f6e74726f6c4d6f6465600804d35bd89a5b1a5d1e539959591cd35bd919580200950726963696e676000a0
evcc-1  | INFO    2026-07-21 16:04:59,754 - iso15118.shared.exi_codec (302): Decoded message (ns=urn:iso:std:iso:15118:-20:CommonMessages): {"ServiceDetailRes":{"Header":{"SessionID":"433C20CC68203092","TimeStamp":1784649899},"ResponseCode":"OK","ServiceID":2,"ServiceParameterList":{"ParameterSet":[{"ParameterSetID":1,"Parameter":[{"Name":"Connector","intValue":1},{"Name":"ControlMode","intValue":1},{"Name":"MobilityNeedsMode","intValue":1},{"Name":"Pricing","intValue":0}]}]}}}
evcc-1  | INFO    2026-07-21 16:04:59,755 - iso15118.shared.comm_session (235): ServiceDetailRes received
evcc-1  | INFO    2026-07-21 16:04:59,755 - iso15118.evcc.states.iso15118_20_states (664): Selected Control Mode: 1
evcc-1  | INFO    2026-07-21 16:04:59,756 - iso15118.shared.exi_codec (248): Message to encode (ns=urn:iso:std:iso:15118:-20:CommonMessages): {"ServiceSelectionReq": {"Header": {"SessionID": "433C20CC68203092", "TimeStamp": 1784649899}, "SelectedEnergyTransferService": {"ServiceID": 2, "ParameterSetID": 1}}}
evcc-1  | DEBUG    2026-07-21 16:04:59,833 - iso15118.shared.exi_codec (261): EXI-encoded message: 808404219e1066341018490abb1fed206200800880
evcc-1  | INFO    2026-07-21 16:04:59,833 - iso15118.shared.comm_session (431): Sent ServiceSelectionReq
evcc-1  | INFO    2026-07-21 16:04:59,834 - iso15118.shared.states (139): Entered state ServiceSelection
evcc-1  | DEBUG    2026-07-21 16:04:59,834 - iso15118.shared.states (143): Waiting for up to 2.0 s
evcc-1  | DEBUG    2026-07-21 16:04:59,836 - iso15118.shared.exi_codec (285): EXI-encoded message (ns=urn:iso:std:iso:15118:-20:CommonMessages): 808804219e1066341018490abb1fed20620000
evcc-1  | INFO    2026-07-21 16:04:59,895 - iso15118.shared.exi_codec (302): Decoded message (ns=urn:iso:std:iso:15118:-20:CommonMessages): {"ServiceSelectionRes":{"Header":{"SessionID":"433C20CC68203092","TimeStamp":1784649899},"ResponseCode":"OK"}}
evcc-1  | INFO    2026-07-21 16:04:59,895 - iso15118.shared.comm_session (235): ServiceSelectionRes received
evcc-1  | INFO    2026-07-21 16:04:59,896 - iso15118.shared.exi_codec (248): Message to encode (ns=urn:iso:std:iso:15118:-20:DC): {"DC_ChargeParameterDiscoveryReq": {"Header": {"SessionID": "433C20CC68203092", "TimeStamp": 1784649899}, "DC_CPDReqEnergyTransferMode": {"EVMaximumChargePower": {"Exponent": 3, "Value": 300}, "EVMinimumChargePower": {"Exponent": 0, "Value": 100}, "EVMaximumChargeCurrent": {"Exponent": 0, "Value": 300}, "EVMinimumChargeCurrent": {"Exponent": 0, "Value": 10}, "EVMaximumVoltage": {"Exponent": 0, "Value": 1000}, "EVMinimumVoltage": {"Exponent": 0, "Value": 10}}}}
evcc-1  | DEBUG    2026-07-21 16:04:59,992 - iso15118.shared.exi_codec (261): EXI-encoded message: 803c04219e1066341018490abb1fed20628830ac0204003202002b0081000140800e807040005080
evcc-1  | INFO    2026-07-21 16:04:59,992 - iso15118.shared.comm_session (431): Sent DC_ChargeParameterDiscoveryReq
evcc-1  | INFO    2026-07-21 16:04:59,993 - iso15118.shared.states (139): Entered state DCChargeParameterDiscovery
evcc-1  | DEBUG    2026-07-21 16:04:59,993 - iso15118.shared.states (143): Waiting for up to 2.0 s
evcc-1  | DEBUG    2026-07-21 16:04:59,999 - iso15118.shared.exi_codec (285): EXI-encoded message (ns=urn:iso:std:iso:15118:-20:DC): 804004219e1066341018490abb1fed2062004408441382000001001900208000004007a0182000c856
evcc-1  | INFO    2026-07-21 16:05:00,050 - iso15118.shared.exi_codec (302): Decoded message (ns=urn:iso:std:iso:15118:-20:DC): {"DC_ChargeParameterDiscoveryRes":{"Header":{"SessionID":"433C20CC68203092","TimeStamp":1784649899},"ResponseCode":"OK","DC_CPDResEnergyTransferMode":{"EVSEMaximumChargePower":{"Exponent":1,"Value":5000},"EVSEMinimumChargePower":{"Exponent":0,"Value":0},"EVSEMaximumChargeCurrent":{"Exponent":0,"Value":200},"EVSEMinimumChargeCurrent":{"Exponent":0,"Value":0},"EVSEMaximumVoltage":{"Exponent":0,"Value":500},"EVSEMinimumVoltage":{"Exponent":0,"Value":50}}}}
evcc-1  | INFO    2026-07-21 16:05:00,051 - iso15118.shared.comm_session (235): DC_ChargeParameterDiscoveryRes received
evcc-1  | INFO    2026-07-21 16:05:00,052 - iso15118.shared.exi_codec (248): Message to encode (ns=urn:iso:std:iso:15118:-20:CommonMessages): {"ScheduleExchangeReq": {"Header": {"SessionID": "433C20CC68203092", "TimeStamp": 1784649900}, "MaximumSupportingPoints": 1024, "Scheduled_SEReqControlMode": {"DepartureTime": 7200, "EVTargetEnergyRequest": {"Exponent": 3, "Value": 10}, "EVMaximumEnergyRequest": {"Exponent": 3, "Value": 20}, "EVMinimumEnergyRequest": {"Exponent": -2, "Value": 5}, "EVEnergyOffer": {"EVPowerSchedule": {"TimeAnchor": 0, "EVPowerScheduleEntries": {"EVPowerScheduleEntry": [{"Duration": 3600, "Power": {"Exponent": 3, "Value": -10}}]}}, "EVAbsolutePriceSchedule": {"TimeAnchor": 0, "Currency": "EUR", "PriceAlgorithm": "urn:iso:std:iso:15118:-20:PriceAlgorithm:1-Power", "EVPriceRuleStacks": {"EVPriceRuleStack": [{"Duration": 0, "EVPriceRule": [{"EnergyFee": {"Exponent": 0, "Value": 0}, "PowerRangeStart": {"Exponent": 0, "Value": 0}}]}]}}}}}}
evcc-1  | DEBUG    2026-07-21 16:05:00,134 - iso15118.shared.exi_codec (261): EXI-encoded message: 806c04219e1066341018490acb1fed20627e84280e008300a010602803f00280000480e0418848400002a2aaa903275726e3a69736f3a7374643a69736f3a31353131383a2d32303a5072696365416c676f726974686d3a312d506f7765720000200000100000140
evcc-1  | INFO    2026-07-21 16:05:00,134 - iso15118.shared.comm_session (431): Sent ScheduleExchangeReq
evcc-1  | INFO    2026-07-21 16:05:00,135 - iso15118.shared.states (139): Entered state ScheduleExchange
evcc-1  | DEBUG    2026-07-21 16:05:00,135 - iso15118.shared.states (143): Waiting for up to 2.0 s
evcc-1  | DEBUG    2026-07-21 16:05:00,143 - iso15118.shared.exi_codec (285): EXI-encoded message (ns=urn:iso:std:iso:15118:-20:CommonMessages): 807004219e1066341018490acb1fed20620000100200042407020019092800009008240700008a
evcc-1  | INFO    2026-07-21 16:05:00,215 - iso15118.shared.exi_codec (302): Decoded message (ns=urn:iso:std:iso:15118:-20:CommonMessages): {"ScheduleExchangeRes":{"Header":{"SessionID":"433C20CC68203092","TimeStamp":1784649900},"ResponseCode":"OK","EVSEProcessing":"Finished","GoToPause":false,"Scheduled_SEResControlMode":{"ScheduleTuple":[{"ScheduleTupleID":1,"ChargingSchedule":{"PowerSchedule":{"TimeAnchor":0,"PowerScheduleEntries":{"PowerScheduleEntry":[{"Duration":3600,"Power":{"Exponent":0,"Value":100}}]}},"PriceLevelSchedule":{"TimeAnchor":0,"PriceScheduleID":1,"NumberOfPriceLevels":1,"PriceLevelScheduleEntries":{"PriceLevelScheduleEntry":[{"Duration":3600,"PriceLevel":0}]}}}}]}}}
evcc-1  | INFO    2026-07-21 16:05:00,216 - iso15118.shared.comm_session (235): ScheduleExchangeRes received
evcc-1  | DEBUG    2026-07-21 16:05:00,216 - iso15118.evcc.controller.simulator (380): Scheduled parameters for ScheduleExchangeReq not yet ready
evcc-1  | INFO    2026-07-21 16:05:00,217 - iso15118.shared.exi_codec (248): Message to encode (ns=urn:iso:std:iso:15118:-20:DC): {"DC_CableCheckReq": {"Header": {"SessionID": "433C20CC68203092", "TimeStamp": 1784649900}}}
evcc-1  | DEBUG    2026-07-21 16:05:00,247 - iso15118.shared.exi_codec (261): EXI-encoded message: 802c04219e1066341018490acb1fed2062
evcc-1  | INFO    2026-07-21 16:05:00,248 - iso15118.shared.comm_session (431): Sent DC_CableCheckReq
evcc-1  | INFO    2026-07-21 16:05:00,248 - iso15118.shared.states (139): Entered state DCCableCheck
evcc-1  | DEBUG    2026-07-21 16:05:00,248 - iso15118.shared.states (143): Waiting for up to 2.0 s
evcc-1  | DEBUG    2026-07-21 16:05:00,250 - iso15118.shared.exi_codec (285): EXI-encoded message (ns=urn:iso:std:iso:15118:-20:DC): 803004219e1066341018490acb1fed20620000
evcc-1  | INFO    2026-07-21 16:05:00,289 - iso15118.shared.exi_codec (302): Decoded message (ns=urn:iso:std:iso:15118:-20:DC): {"DC_CableCheckRes":{"Header":{"SessionID":"433C20CC68203092","TimeStamp":1784649900},"ResponseCode":"OK","EVSEProcessing":"Finished"}}
evcc-1  | INFO    2026-07-21 16:05:00,290 - iso15118.shared.comm_session (235): DC_CableCheckRes received
evcc-1  | INFO    2026-07-21 16:05:00,291 - iso15118.shared.exi_codec (248): Message to encode (ns=urn:iso:std:iso:15118:-20:DC): {"DC_PreChargeReq": {"Header": {"SessionID": "433C20CC68203092", "TimeStamp": 1784649900}, "EVProcessing": "Ongoing", "EVPresentVoltage": {"Exponent": 3, "Value": 20}, "EVTargetVoltage": {"Exponent": 3, "Value": 20}}}
evcc-1  | DEBUG    2026-07-21 16:05:00,335 - iso15118.shared.exi_codec (261): EXI-encoded message: 804404219e1066341018490acb1fed206221060280830140
evcc-1  | INFO    2026-07-21 16:05:00,335 - iso15118.shared.comm_session (431): Sent DC_PreChargeReq
evcc-1  | INFO    2026-07-21 16:05:00,336 - iso15118.shared.states (139): Entered state DCPreCharge
evcc-1  | DEBUG    2026-07-21 16:05:00,336 - iso15118.shared.states (143): Waiting for up to 2.0 s
evcc-1  | DEBUG    2026-07-21 16:05:00,338 - iso15118.shared.exi_codec (285): EXI-encoded message (ns=urn:iso:std:iso:15118:-20:DC): 804804219e1066341018490acb1fed20620010010c0604
evcc-1  | INFO    2026-07-21 16:05:00,383 - iso15118.shared.exi_codec (302): Decoded message (ns=urn:iso:std:iso:15118:-20:DC): {"DC_PreChargeRes":{"Header":{"SessionID":"433C20CC68203092","TimeStamp":1784649900},"ResponseCode":"OK","EVSEPresentVoltage":{"Exponent":0,"Value":390}}}
evcc-1  | INFO    2026-07-21 16:05:00,384 - iso15118.shared.comm_session (235): DC_PreChargeRes received
evcc-1  | INFO    2026-07-21 16:05:00,384 - iso15118.shared.exi_codec (248): Message to encode (ns=urn:iso:std:iso:15118:-20:DC): {"DC_PreChargeReq": {"Header": {"SessionID": "433C20CC68203092", "TimeStamp": 1784649900}, "EVProcessing": "Ongoing", "EVPresentVoltage": {"Exponent": 3, "Value": 20}, "EVTargetVoltage": {"Exponent": 3, "Value": 20}}}
evcc-1  | DEBUG    2026-07-21 16:05:00,420 - iso15118.shared.exi_codec (261): EXI-encoded message: 804404219e1066341018490acb1fed206221060280830140
evcc-1  | INFO    2026-07-21 16:05:00,421 - iso15118.shared.comm_session (431): Sent DC_PreChargeReq
evcc-1  | DEBUG    2026-07-21 16:05:00,422 - iso15118.shared.exi_codec (285): EXI-encoded message (ns=urn:iso:std:iso:15118:-20:DC): 804804219e1066341018490acb1fed20620010010c0604
evcc-1  | INFO    2026-07-21 16:05:00,460 - iso15118.shared.exi_codec (302): Decoded message (ns=urn:iso:std:iso:15118:-20:DC): {"DC_PreChargeRes":{"Header":{"SessionID":"433C20CC68203092","TimeStamp":1784649900},"ResponseCode":"OK","EVSEPresentVoltage":{"Exponent":0,"Value":390}}}
evcc-1  | INFO    2026-07-21 16:05:00,461 - iso15118.shared.comm_session (235): DC_PreChargeRes received
evcc-1  | INFO    2026-07-21 16:05:00,461 - iso15118.shared.exi_codec (248): Message to encode (ns=urn:iso:std:iso:15118:-20:DC): {"DC_PreChargeReq": {"Header": {"SessionID": "433C20CC68203092", "TimeStamp": 1784649900}, "EVProcessing": "Ongoing", "EVPresentVoltage": {"Exponent": 3, "Value": 20}, "EVTargetVoltage": {"Exponent": 3, "Value": 20}}}
evcc-1  | DEBUG    2026-07-21 16:05:00,512 - iso15118.shared.exi_codec (261): EXI-encoded message: 804404219e1066341018490acb1fed206221060280830140
evcc-1  | INFO    2026-07-21 16:05:00,513 - iso15118.shared.comm_session (431): Sent DC_PreChargeReq
evcc-1  | DEBUG    2026-07-21 16:05:00,514 - iso15118.shared.exi_codec (285): EXI-encoded message (ns=urn:iso:std:iso:15118:-20:DC): 804804219e1066341018490acb1fed20620010010c0604
evcc-1  | INFO    2026-07-21 16:05:00,546 - iso15118.shared.exi_codec (302): Decoded message (ns=urn:iso:std:iso:15118:-20:DC): {"DC_PreChargeRes":{"Header":{"SessionID":"433C20CC68203092","TimeStamp":1784649900},"ResponseCode":"OK","EVSEPresentVoltage":{"Exponent":0,"Value":390}}}
evcc-1  | INFO    2026-07-21 16:05:00,547 - iso15118.shared.comm_session (235): DC_PreChargeRes received
evcc-1  | INFO    2026-07-21 16:05:00,548 - iso15118.evcc.controller.simulator (574): Precharge complete.
evcc-1  | INFO    2026-07-21 16:05:00,548 - iso15118.shared.exi_codec (248): Message to encode (ns=urn:iso:std:iso:15118:-20:DC): {"DC_PreChargeReq": {"Header": {"SessionID": "433C20CC68203092", "TimeStamp": 1784649900}, "EVProcessing": "Finished", "EVPresentVoltage": {"Exponent": 3, "Value": 20}, "EVTargetVoltage": {"Exponent": 3, "Value": 20}}}
evcc-1  | DEBUG    2026-07-21 16:05:00,594 - iso15118.shared.exi_codec (261): EXI-encoded message: 804404219e1066341018490acb1fed206201060280830140
evcc-1  | INFO    2026-07-21 16:05:00,595 - iso15118.shared.comm_session (431): Sent DC_PreChargeReq
evcc-1  | DEBUG    2026-07-21 16:05:00,595 - iso15118.shared.exi_codec (285): EXI-encoded message (ns=urn:iso:std:iso:15118:-20:DC): 804804219e1066341018490acb1fed20620010010c0604
evcc-1  | INFO    2026-07-21 16:05:00,635 - iso15118.shared.exi_codec (302): Decoded message (ns=urn:iso:std:iso:15118:-20:DC): {"DC_PreChargeRes":{"Header":{"SessionID":"433C20CC68203092","TimeStamp":1784649900},"ResponseCode":"OK","EVSEPresentVoltage":{"Exponent":0,"Value":390}}}
